workflow_id,display_name,version,active,classifications_count,pairwise,grouped,prioritized,primary_language,first_task,tutorial_subject_id,retired_set_member_subjects_count,tasks,retirement,aggregation,strings,minor_version
19109,Primary,5,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is larger than the *point spread function* in the bottom left corner of the stamp"",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus""}",11
19109,Primary,5,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is larger than the *point spread function* in the bottom left corner of the stamp then it's "",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus""}",12
19109,Primary,5,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus""}",13
19109,Primary,6,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Enter an answer""}",14
19109,Primary,6,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable""}",15
19109,Primary,7,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Enter an answer""}",16
19109,Primary,7,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable""}",17
19109,Primary,8,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Enter an answer""}",18
19109,Primary,8,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",19
19109,Primary,9,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?"",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",19
19109,Primary,9,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",20
19109,Primary,9,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",21
19109,Primary,9,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",22
19109,Primary,9,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula or nearby galaxy, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission""}",23
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula or nearby galaxy, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Enter an answer""}",24
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct blobs. Bogus sources look like spikes, lines, or wobbles in the image."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula or nearby galaxy, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",25
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nebula or nearby galaxy, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",26
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nearby galaxy or nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",27
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nearby galaxy or nebula, and isn't what we are looking for."",""T0.question"":""Is this source Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",28
19109,Primary,10,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question""},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nearby galaxy or nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",29
19109,Primary,11,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question""}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nearby galaxy or nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",29
19109,Primary,12,true,88827,false,false,false,en,T0,,8874,"{""T0"":{""help"":""T0.help"",""type"":""single"",""answers"":[{""next"":""T1"",""label"":""T0.answers.0.label""},{""label"":""T0.answers.1.label""}],""question"":""T0.question"",""required"":true},""T1"":{""help"":""T1.help"",""type"":""single"",""answers"":[{""label"":""T1.answers.0.label""},{""label"":""T1.answers.1.label""},{""label"":""T1.answers.2.label""},{""label"":""T1.answers.3.label""}],""question"":""T1.question"",""required"":true}}","{""options"":{""count"":10},""criteria"":""classification_count""}",{},"{""T0.help"":""Is the source a real astrophysical source or not?\nReal astrophysical sources look like distinct regions, either little dots or more extended blobs. Bogus sources look like spikes, lines, or wobbles in the image. Feel free to check the field guide and tutorial for examples."",""T1.help"":""Is the source truly varying or disappearing/appearing? Use the *light curve* to see if this source is actually changing brightness. If the source is clearly larger than the *point spread function* in the bottom left corner of the stamp then it's an extended region of emission, probably from a nearby galaxy or nebula, and isn't what we are looking for."",""T0.question"":""Real or Bogus?"",""T1.question"":""Transient/Variable or not?"",""T0.answers.0.label"":""Real"",""T0.answers.1.label"":""Bogus"",""T1.answers.0.label"":""Transient/Variable"",""T1.answers.1.label"":""Stable"",""T1.answers.2.label"":""Extended Emission"",""T1.answers.3.label"":""Other""}",29
